"","palabra","media_agrado","media_activacion","media_imaginabilidad","sd_agrado","sd_activacion","sd_imaginabilidad"
"1373","magia",3,2.8,2.6,0,0.4472,0.8944
"1374","video",2.2,2.2,2.6,0.4472,0.4472,0.5477
"1375","científico",2.8,2.4,2.8,0.4472,0.8944,0.4472
"1376","papá",3,3,3,0,0,0
"1377","barco",2.8,2.6,3,0.4472,0.8944,0
"1378","comandante",2,2.8,2.6,0.7071,0.4472,0.5477
"1379","banda",2.6,2.2,2.2,0.5477,0.8367,0.8367
"1380","continuo",1.8,1.4,2.2,0.4472,0.8944,0.8367
"1381","comercio",2,2.2,2.6,0,0.8367,0.8944
"1382","seriar",1.8,2.6,1.8,0.8367,0.5477,0.8367
"1383","resolver",2.4,3,2.2,0.8944,0,1.0954
"1384","cola",2.4,1.6,2.8,0.8944,0.5477,0.4472
"1385","duque",2,1.4,2.4,0.7071,0.5477,0.8944
"1386","inspirar",3,2.4,2.2,0,0.8944,0.8367
"1387","diputado",1.4,2.2,3,0.5477,1.0954,0
"1388","familiar",2.6,2.4,2.8,0.5477,0.5477,0.4472
"1389","dominio",2.2,2.4,2.2,0.4472,0.5477,0.8367
"1390","derecho",2.2,2,1.8,0.4472,0.7071,0.8367
"1391","filosofía",2.6,2,2,0.5477,1,1
"1392","reinar",2,3,2.8,0.7071,0,0.4472
"1393","caber",2.2,2.6,2.6,0.4472,0.8944,0.8944
"1394","eliminar",2,3,3,0.7071,0,0
"1395","and",2,1.8,2,0,0.4472,0.7071
"1396","regalar",3,3,2.8,0,0,0.4472
"1397","esencia",3,1.2,3,0,0.4472,0
"1398","toma",2.2,2.8,2.2,0.4472,0.4472,1.0954
"1399","derivar",2.4,3,2.4,0.5477,0,0.8944
"1400","pegar",1.6,3,2.8,0.8944,0,0.4472
"1401","vaso",2.2,1.8,3,0.4472,0.4472,0
"1402","normal",1.8,1.6,2,0.4472,0.5477,1
"1403","ligero",2.8,2,2.4,0.4472,1,0.8944
"1404","régimen",1.4,2,2.2,0.5477,1,0.8367
"1405","gobernador",1.6,2.4,3,0.5477,0.5477,0
"1406","amanecer",3,1.6,3,0,0.8944,0
"1407","cantante",2.8,2.8,3,0.4472,0.4472,0
"1408","activo",2.4,2.8,2,0.5477,0.4472,1
"1409","divino",2.6,1.4,2.4,0.8944,0.5477,0.8944
"1410","sobrevivir",2,2.8,2.6,0.7071,0.4472,0.5477
"1411","reconocimiento",2.8,2.8,2.4,0.4472,0.4472,0.8944
"1412","infinito",2.8,1.6,1.4,0.4472,0.8944,0.8944
"1413","monumento",2.4,1.2,2.8,0.5477,0.4472,0.4472
"1414","madera",2.6,1.6,3,0.5477,0.5477,0
"1415","arquitectura",2.4,1.6,2.4,0.5477,0.5477,0.8944
"1416","graduar",2,2.8,2.4,0.7071,0.4472,0.8944
"1417","asistir",2.4,3,2.8,0.5477,0,0.4472
"1418","ola",2.6,2.6,3,0.5477,0.8944,0
"1419","candidato",2,2.2,2.4,0,0.8367,0.8944
"1420","círculo",2.4,1.8,3,0.5477,0.4472,0
"1421","pobreza",1.2,1.8,2.8,0.4472,0.8367,0.4472
"1422","volumen",2.2,2,1.8,0.4472,1,1.0954
"1423","prometer",2,2.6,2,0,0.5477,0.7071
"1424","cerebro",2.2,2.6,2.6,0.4472,0.5477,0.8944
"1425","interior",2.2,1.8,2.4,0.4472,0.4472,0.5477
"1426","espada",2.4,3,3,0.5477,0,0
"1427","opinión",2.4,2.8,2,0.5477,0.4472,1
"1428","nota",2.6,2,2.4,0.5477,0.7071,0.5477
"1429","odio",1,3,2.6,0,0,0.5477
"1430","sierra",2,2,3,0.7071,0.7071,0
"1431","botella",2,1.6,3,0,0.5477,0
"1432","partida",2,2.2,2.2,0,0.8367,1.0954
"1433","prohibir",1.2,2.2,2.4,0.4472,1.0954,0.8944
"1434","citar",2,2.2,2.2,0,0.8367,1.0954
"1435","acá",2.2,1.8,1.8,0.4472,0.8367,0.8367
"1436","proporcionar",2.4,2.6,2.4,0.5477,0.8944,0.8944
"1437","núcleo",2.4,1.8,2.2,0.5477,0.8367,0.8367
"1438","práctico",2,2.4,2,0,0.5477,1
"1439","izquierda",2.4,2.4,2.8,0.8944,0.8944,0.4472
"1440","identificar",2,2,2.2,0.7071,1,0.8367
"1441","general",2.2,1.8,2.4,0.4472,0.8367,0.5477
"1442","disparar",1.6,3,3,0.5477,0,0
"1443","nariz",2,2.2,2.8,0.7071,0.4472,0.4472
"1444","constitucional",2.6,2.6,1.8,0.5477,0.8944,0.8367
"1445","transmitir",2.2,3,2.2,0.8367,0,0.8367
"1446","infancia",3,2.4,3,0,0.8944,0
"1447","océano",3,2.8,3,0,0.4472,0
"1448","editar",2.2,2.6,2.4,0.4472,0.5477,0.8944
"1449","encima",2.4,2.4,2.6,0.8944,0.8944,0.5477
"1450","instalación",2,2.4,2.2,0,0.5477,0.8367
"1451","periodista",2,2.6,3,0.7071,0.5477,0
"1452","perseguir",1.6,3,2.4,0.5477,0,0.5477
"1453","enterar",2.2,2.4,1.6,0.4472,0.8944,0.8944
"1454","peligro",1,2.8,2.4,0,0.4472,0.8944
"1455","vivienda",2.8,2,3,0.4472,1,0
"1456","macho",2,3,3,1,0,0
"1457","grabación",2.2,2.4,2.8,0.4472,0.5477,0.4472
"1458","garganta",2.2,2,2.8,0.4472,0.7071,0.4472
"1459","zapato",2.4,2,3,0.5477,0.7071,0
"1460","aventura",2.8,3,2.4,0.4472,0,0.8944
"1461","grave",1.6,2,1.8,0.8944,1,1.0954
"1462","reacción",2.2,2.8,2,0.4472,0.4472,1
"1463","aferrar",2.4,2.6,2.4,0.5477,0.8944,0.8944
"1464","dibujo",2.8,1.8,3,0.4472,0.8367,0
"1465","americano",2.2,1.8,2.4,0.8367,0.4472,0.8944
"1466","inmediatamente",1.8,2.6,2,0.8367,0.5477,0.7071
"1467","amistad",3,2.5,2.6667,0,0.8367,0.5164
"1468","desierto",2.3333,2,2.6667,0.5164,0.6325,0.8165
"1469","revelar",2.3333,2.6667,2.3333,0.5164,0.5164,0.8165
"1470","marco",2.1667,1.5,3,0.4082,0.5477,0
"1471","hundir",1.3333,2.5,3,0.5164,0.5477,0
"1472","ferrocarril",2.6667,2.6667,3,0.5164,0.5164,0
"1473","secundario",2.1667,2.1667,2.3333,0.4082,0.4082,0.8165
"1474","tumba",1.5,1.3333,3,0.5477,0.5164,0
"1475","temblar",1.5,2.5,2.8333,0.5477,0.8367,0.4082
"1476","salar",2,2.3333,2.6667,0.6325,0.8165,0.5164
"1477","exponer",2.4,2.6,2.4,0.5477,0.5477,0.5477
"1478","sabio",3,2.8,2.6,0,0.4472,0.8944
"1479","atrever",2.4,2.6,2.2,0.5477,0.5477,0.4472
"1480","acostumbrar",1.8,1.8,2,0.4472,0.8367,0.7071
"1481","estrenar",2.4,3,2.4,0.8944,0,0.5477
"1482","pintor",2.6,2.2,3,0.5477,0.8367,0
"1483","habia",2.4,1.4,1.6,0.5477,0.5477,0.8944
"1484","capítulo",2.2,2.2,2.4,0.4472,0.4472,0.5477
"1485","circunstancia",1.8,2.2,1.6,0.4472,0.8367,0.5477
"1486","bolsillo",2.2,1.2,3,0.4472,0.4472,0
"1487","operar",2,2.6,2.6,0.7071,0.5477,0.5477
"1488","reflejo",2.4,1.6,3,0.5477,0.8944,0
"1489","sucio",1.2,1.6,3,0.4472,0.5477,0
"1490","militar",1.4,2,3,0.5477,0.7071,0
"1491","asiento",2,1.2,3,0.7071,0.4472,0
"1492","músico",2.8,2.2,3,0.4472,1.0954,0
"1493","comunicar",2.6,2.6,2.8,0.5477,0.8944,0.4472
"1494","ligar",2,2.6667,2,0.6325,0.5164,0.8944
"1495","atraer",2.8,2.6,2.2,0.4472,0.5477,0.8367
"1496","molestar",1,2.8,2.6,0,0.4472,0.8944
"1497","registrar",2,2.6,2.2,0,0.5477,0.4472
"1498","herido",1.2,1.2,3,0.4472,0.4472,0
"1499","ancho",2,2,3,0,0.7071,0
"1500","ministerio",1.8,1.6,2.2,0.4472,0.5477,0.8367
"1501","comentario",2.4,2.6,2.6,0.5477,0.5477,0.5477
"1502","habitual",1.8,2,2,0.4472,0,1
"1503","consumir",1.8,2.6,2.6,0.8367,0.5477,0.5477
"1504","propósito",2.8,2.2,1.4,0.4472,0.8367,0.8944
"1505","básico",2,1.8,1.8,0,0.4472,0.8367
"1506","bar",2.4,1.4,3,0.8944,0.5477,0
"1507","inventar",3,3,2.8,0,0,0.4472
"1508","torno",1.8,2.4,2.8,0.4472,0.5477,0.4472
"1509","ayuntamiento",1.8333,2.1667,2.1667,0.4082,0.4082,0.7528
"1510","mínimo",2,2,2,0,0.6325,0.6325
"1511","agregar",2,3,2.5,0,0,0.8367
"1512","tratamiento",1.6667,2.6667,2.6667,0.5164,0.8165,0.5164
"1513","facultad",2.3333,2,2.6667,0.5164,0.8944,0.8165
"1514","cristo",2.3333,2.1667,3,0.5164,0.4082,0
"1515","nervioso",1,2.6,3,0,0.8944,0
"1516","inaugurar",2.5,3,3,0.5477,0,0
"1517","condenar",1.3333,3,2.5,0.5164,0,0.5477
"1518","profundidad",2.3333,1.6667,2.5,0.5164,0.5164,0.5477
"1519","profesional",2.3333,2.3333,2.3333,0.5164,0.8165,0.5164
"1520","bonito",3,1.5,2.8333,0,0.5477,0.4082
"1521","buque",2,1.8333,3,0,0.7528,0
"1522","confirmar",2,2.8333,2.1667,0,0.4082,0.4082
"1523","latino",2.4,1.8,3,0.5477,0.4472,0
"1524","personalidad",2.2,2.2,1.6,0.4472,0.4472,0.5477
"1525","huella",2,1.8,3,0,0.8367,0
"1526","protección",2.4,3,2.8,0.5477,0,0.4472
"1527","moneda",2,1.4,3,0,0.5477,0
"1528","apreciar",2.8,3,2.2,0.4472,0,1.0954
"1529","juicio",1.8,2.8,2.8,0.4472,0.4472,0.4472
"1530","bolsa",2,1.6,3,0,0.5477,0
"1531","expedición",2.8,3,3,0.4472,0,0
"1532","estremecer",1.8,3,2.4,0.8367,0,0.8944
"1533","trabajador",2.2,2.8,2.8,0.4472,0.4472,0.4472
"1534","tropical",3,2,3,0,0.7071,0
"1535","coger",2.4,2.8,3,0.8944,0.4472,0
"1536","ciento",2,1.8,1.6,0,0.4472,0.8944
"1537","pantalla",2,1.6,2.6,0,0.8944,0.8944
"1538","entorno",2.2,1.4,1.8,0.4472,0.5477,1.0954
"1539","interpretación",2.2,2.8,2,0.4472,0.4472,1
"1540","verme",2.2,2.6,2.4,0.4472,0.8944,0.8944
"1541","patrón",1.8,2,2.8,0.4472,0.7071,0.4472
"1542","misterio",2,2.6,2.4,1,0.5477,0.5477
"1543","clasificar",2.2,2.8,2.6,0.4472,0.4472,0.8944
"1544","riesgo",1.2,2.6,2.8,0.4472,0.5477,0.4472
"1545","angustia",1.2,2,2.8,0.4472,1,0.4472
"1546","infantil",2.4,2.6,2.8,0.8944,0.5477,0.4472
"1547","saludar",2.6,3,2.6,0.5477,0,0.8944
"1548","tienda",2.2,2.4,2.6,0.4472,0.5477,0.5477
"1549","célula",2,2.6,2.6,0,0.5477,0.5477
"1550","gemir",2,2.2,2.6,1,1.0954,0.5477
"1551","accidente",1.2,1.8,3,0.4472,0.8367,0
"1552","parroquia",2.4,1.8,2.6,0.5477,0.8367,0.5477
"1553","desempeñar",2.6,2.6,2.2,0.5477,0.5477,0.8367
"1554","testigo",2,1.8,2.8,0,0.8367,0.4472
"1555","tomo",2,1.6,2.2,0,0.5477,0.8367
"1556","coronel",2.2,2.6,2.8,0.4472,0.5477,0.4472
"1557","capital",1.8,2,1.8,0.4472,0.7071,1.0954
"1558","tierno",3,2.4,3,0,0.8944,0
"1559","adoptar",2.8,3,3,0.4472,0,0
"1560","pasillo",2,1.8,2.8,0,0.8367,0.4472
"1561","dominar",2.2,3,3,0.8367,0,0
"1562","habilidad",2.8,2.8,2.8,0.4472,0.4472,0.4472
"1563","protagonista",2.8,2.8,3,0.4472,0.4472,0
"1564","espectáculo",2.4,2.2,3,0.8944,0.8367,0
"1565","pista",2.4,1.8,2.4,0.5477,0.8367,0.5477
"1566","melodía",3,2.4,3,0,0.8944,0
"1567","percibir",3,2.2,2.6,0,1.0954,0.8944
"1568","promesa",2.8,2.6,2,0.4472,0.5477,1
"1569","ternura",3,1.6,2.8,0,0.8944,0.4472
"1570","soltar",2.2,2.6,3,0.4472,0.8944,0
"1571","superior",2,2.2,2.6,0.7071,0.8367,0.5477
"1572","factor",2,2,1.6,0,0.7071,0.8944
"1573","conquistar",2,3,2.8,0.7071,0,0.4472
"1574","conceder",2.2,1.8,2.2,0.4472,1.0954,0.8367
"1575","discográfico",2,1.8,1.8,0,0.4472,0.8367
"1576","charlar",2.6,3,3,0.8944,0,0
"1577","hielo",1.6,1.6,3,0.5477,0.5477,0
"1578","maravilloso",2.8,2.2,2.8,0.4472,0.8367,0.4472
"1579","estatal",1.8,1.8,1.6,0.4472,0.8367,0.8944
"1580","regla",2.2,1.8,3,0.4472,1.0954,0
"1581","lanzamiento",2.2,2.8,2.6,0.4472,0.4472,0.8944
"1582","corazon",2.6,2.4,3,0.5477,0.8944,0
"1583","explicación",1.8,2.6,2.4,0.4472,0.5477,0.8944
"1584","maestro",2.4,2.6,2.6,0.5477,0.5477,0.5477
"1585","técnica",2.4,1.8,2,0.5477,0.8367,0.7071
"1586","cliente",2.2,2.4,2.8,0.4472,0.5477,0.4472
"1587","químico",2,2,2.6,0,0.7071,0.5477
"1588","amenazar",1.2,2.8,2.8,0.4472,0.4472,0.4472
"1589","argumento",2,2,2.4,0,0.7071,0.8944
"1590","fantasía",3,2.4,2.8,0,0.8944,0.4472
"1591","presidir",2.2,3,2.2,0.4472,0,0.8367
"1592","costa",2.8,1.4,3,0.4472,0.8944,0
"1593","complejo",2,2.2,2.6,0.7071,0.4472,0.5477
"1594","fino",2.2,1.4,2,0.4472,0.5477,1
"1595","oculto",2,1.8,1.8,0,0.4472,0.8367
"1596","bastar",1.8,2,1.6,0.4472,0.7071,0.8944
"1597","forzar",1.4,2.4,2.6,0.5477,0.8944,0.5477
"1598","diócesis",1.8,2,2,0.4472,1,1
"1599","show",2.4,2.6,2.8,0.5477,0.5477,0.4472
"1600","futbolista",2.4,2.8,3,0.5477,0.4472,0
"1601","opción",2.4,2.2,2.4,0.5477,0.4472,0.8944
"1602","fresco",2.8,1.8,2.8,0.4472,0.8367,0.4472
"1603","cálido",3,1.8,3,0,0.8367,0
"1604","autónomo",2.2,2.4,2.4,0.4472,0.5477,0.8944
"1605","sello",2,1.4,2.8,0,0.5477,0.4472
"1606","diferenciar",2,2.8,2,0,0.4472,1
"1607","trayectoria",2.2,2.4,2.8,0.4472,0.8944,0.4472
"1608","enterrar",1.4,2.4,3,0.5477,0.8944,0
"1609","anciano",2.6,1.6,3,0.5477,0.5477,0
"1610","ejecutar",1.6,2.8,2.6,0.5477,0.4472,0.5477
"1611","reforma",2.2,3,2.6,0.4472,0,0.5477
"1612","fama",2.4,2.2,2.8,0.5477,0.8367,0.4472
"1613","monasterio",2.2,1.6,2.6,0.4472,0.8944,0.8944
"1614","maldito",1,2,2.8,0,0.7071,0.4472
"1615","encantar",2.8,2.8,2.6,0.4472,0.4472,0.5477
"1616","carretero",2,1.8,2,0,0.4472,1
"1617","confianza",3,2.2,2.8,0,1.0954,0.4472
"1618","brillo",2.8,2.4,3,0.4472,0.8944,0
"1619","representante",2.2,2.2,2.6,0.4472,0.8367,0.5477
"1620","ascender",2.8,3,2.8,0.4472,0,0.4472
"1621","concluir",1.8,2.6,2.4,0.8367,0.8944,0.8944
"1622","cigarrillo",2,1.8,3,1,0.8367,0
"1623","latino",2.4,1.8,3,0.8944,0.4472,0
"1624","presentación",2.4,2.8,2.8,0.5477,0.4472,0.4472
"1625","transportar",2,3,3,0,0,0
"1626","centrar",2.4,2.8,2.6,0.5477,0.4472,0.5477
"1627","capturar",2.2,3,3,0.8367,0,0
"1628","medalla",3,2.6,3,0,0.5477,0
"1629","análisis",2.8,3,2.4,0.4472,0,0.8944
"1630","acceder",3,3,2.6,0,0,0.5477
"1631","carro",2.2,2.4,3,0.4472,0.5477,0
"1632","dimensión",2.4,1.8,2.4,0.5477,0.4472,0.8944
"1633","arquitecto",2.2,2.6,3,0.4472,0.5477,0
"1634","cruel",1,3,2.8,0,0,0.4472
"1635","leche",2.2,2,3,0.4472,0.7071,0
"1636","colaborar",2.8,3,3,0.4472,0,0
"1637","salida",2.4,1.6,2.6,0.5477,0.5477,0.5477
"1638","internet",2.4,2.4,3,0.5477,0.5477,0
"1639","cueva",2,1.6,3,0.7071,0.5477,0
"1640","sustituir",1.8,3,2.4,0.4472,0,0.8944
"1641","pronunciar",2,2.6,2.6,0,0.5477,0.5477
"1642","provincial",2.2,2,2.4,0.4472,0,0.8944
"1643","copar",2.2,2.8,2.2,0.4472,0.4472,1.0954
"1644","olímpico",3,2.4,3,0,0.8944,0
"1645","trato",2,2.8,2,0,0.4472,1
"1646","ceder",2,2.6,2.6,0,0.8944,0.8944
"1647","registro",2,2,2.6,0,0.7071,0.5477
"1648","sacerdote",2.2,2.6,2.6,0.4472,0.8944,0.5477
"1649","gonzález",2,2,2,0,0,0.7071
"1650","jamar",2,2.2,1.6,0,0.8367,0.8944
"1651","héroe",2.8,2.6,3,0.4472,0.8944,0
"1652","originalmente",2.2,1.8,2.2,0.4472,0.4472,1.0954
"1653","carretera",2.4,1.6,3,0.5477,0.8944,0
"1654","elaborar",2.6,3,2.6,0.5477,0,0.8944
"1655","fabricar",2.8,3,3,0.4472,0,0
"1656","reemplazar",2.2,3,2.8,0.4472,0,0.4472
"1657","acudir",2.4,2.8,2.8,0.5477,0.4472,0.4472
"1658","dama",2.8,2,2.8,0.4472,0.7071,0.4472
"1659","copia",1.8,1.8,2.4,0.4472,0.4472,0.5477
"1660","eco",2.2,2,2.6,0.8367,0.7071,0.5477
"1661","cerveza",2.4,1.8,2.8,0.5477,0.8367,0.4472
"1662","asamblea",2.2,2.8,2.8,0.4472,0.4472,0.4472
"1663","alegre",3,2.4,2.8,0,0.5477,0.4472
"1664","poderoso",2.4,2.8,2.8,0.5477,0.4472,0.4472
"1665","normalmente",2.2,2,1.6,0.4472,0,0.8944
"1666","espera",2,1.6,2.2,0.7071,0.8944,0.8367
"1667","banco",2.4,1.4,2.6,0.5477,0.5477,0.5477
"1668","vacío",1.6,1.8,2.6,0.5477,0.8367,0.5477
"1669","lindo",2.8,2.2,2.8,0.4472,0.8367,0.4472
"1670","alianza",2.6,2.4,2.8,0.5477,0.8944,0.4472
"1671","violencia",1,3,2.8,0,0,0.4472
"1672","cementerio",1.2,1.2,2.6,0.4472,0.4472,0.5477
"1673","equivocar",1.6,3,2.6,0.5477,0,0.5477
"1674","cañón",1.6,2.8,2.8,0.5477,0.4472,0.4472
"1675","entidad",2,2.4,1.8,0.7071,0.5477,1.0954
"1676","pequeño",2.8,1.6,2.8,0.4472,0.5477,0.4472
"1677","apretar",1.8,2.8,2.4,0.8367,0.4472,0.8944
"1678","fenómeno",3,2.8,2.8,0,0.4472,0.4472
"1679","bañar",2.6,2.8,3,0.5477,0.4472,0
"1680","descanso",3,1.4,3,0,0.8944,0
"1681","pantalón",2.2,2.4,3,0.8367,0.5477,0
"1682","concentrar",3,3,2.2,0,0,1.0954
"1683","interesante",3,2.8,2.2,0,0.4472,1.0954
"1684","logro",3,2.8,2.4,0,0.4472,0.8944
"1685","rural",2.6,2.2,2.8,0.5477,0.4472,0.4472
"1686","disponible",2.6,2.2,2.6,0.5477,0.8367,0.8944
"1687","muestra",2,1.8,2.6,0.7071,0.4472,0.5477
"1688","descender",2.4,2.8,2.6,0.5477,0.4472,0.8944
"1689","desesperar",1.4,2.2,2.6,0.5477,0.8367,0.5477
"1690","clavar",2,2.8,3,0.7071,0.4472,0
"1691","arrojar",2.2,2.8,2.8,0.8367,0.4472,0.4472
"1692","acontecimiento",2.6,2.2,2.2,0.5477,0.8367,0.8367
"1693","conectar",2.6,3,2.6,0.5477,0,0.8944
"1694","informar",2.6,3,2.8,0.5477,0,0.4472
"1695","cultivo",2.5,2.3333,2.8333,0.8367,0.8165,0.4082
"1696","conocido",2,2,2.4,0,0.7071,0.5477
"1697","fila",1.8,1.2,2.6,0.4472,0.4472,0.8944
"1698","agradecer",2.8,3,3,0.4472,0,0
"1699","secar",2,2.2,2.8,0,0.8367,0.4472
"1700","apuntar",2,2.6,2.4,0.7071,0.5477,0.8944
"1701","agente",1.8,2.4,2,0.8367,0.5477,0.7071
"1702","practicar",2.4,3,2.6,0.5477,0,0.5477
"1703","proyectar",2.8,2.4,2.8,0.4472,0.8944,0.4472
"1704","hierro",1.6,1.2,3,0.5477,0.4472,0
"1705","criatura",2.6,2,2.6,0.5477,0.7071,0.5477
"1706","cadáver",1.4,1,3,0.5477,0,0
"1707","competencia",1.6,2.8,2.4,0.5477,0.4472,0.8944
"1708","mancha",1.4,1.4,3,0.5477,0.8944,0
"1709","alba",2.6,1.2,2.2,0.5477,0.4472,0.8367
"1710","someter",1,3,2.4,0,0,0.5477
"1711","transcurrir",2.2,1.4,2,0.4472,0.5477,0
"1712","atender",2.4,3,2.8,0.5477,0,0.4472
"1713","asesinato",1,2.6,2.8,0,0.8944,0.4472
"1714","fábrica",2,2.2,2.8,0,0.8367,0.4472
"1715","otoño",2.6,1.4,3,0.5477,0.5477,0
"1716","rodar",2.2,2.8,3,0.4472,0.4472,0
"1717","organismo",2,2.6,2,0,0.5477,1
"1718","ingeniero",2.2,2.8,2.8,0.4472,0.4472,0.4472
"1719","electrónico",2.2,2.2,2.6,0.4472,0.8367,0.5477
"1720","imaginación",3,2.2,1.8,0,1.0954,0.8367
"1721","juez",1.8,2.6,3,0.8367,0.8944,0
"1722","cristiano",2.6,2.2,2.6,0.5477,0.8367,0.8944
"1723","localización",2,1.8,2,0,0.4472,0.7071
"1724","vientre",2.6,2.2,2.8,0.5477,0.8367,0.4472
"1725","vicepresidente",2.2,2,2.8,0.4472,0.7071,0.4472
"1726","umbral",1.8,1.4,1.6,0.4472,0.5477,0.8944
"1727","encabezar",2.4,2.8,2.8,0.5477,0.4472,0.4472
"1728","mapa",2,1.2,3,0,0.4472,0
"1729","anual",1.8,1.8,2.2,0.4472,0.8367,0.4472
"1730","rodilla",2.2,2.2,3,0.4472,0.8367,0
"1731","dificultad",1.6,2.4,2.4,0.5477,0.8944,0.5477
"1732","reciente",2,2.2,1.8,0,0.8367,0.4472
"1733","curiosidad",2.6,2.6,2,0.5477,0.5477,0
"1734","únicamente",2,1.8,2,0,0.4472,0.7071
"1735","órgano",2,2.2,2.6,0,0.4472,0.8944
"1736","plato",2.4,2,3,0.5477,0.7071,0
"1737","prensa",2.2,2.6,2.4,0.4472,0.5477,0.5477
"1738","interrumpir",1.4,3,2.6,0.5477,0,0.5477
"1739","ciudadano",2.6,2.6,2.8,0.5477,0.5477,0.4472
"1740","calma",3,1.4,3,0,0.8944,0
"1741","ópera",3,2.6,3,0,0.8944,0
"1742","formato",2,1.6,1.8,0,0.5477,0.8367
"1743","sugerir",2.4,3,2,0.5477,0,0.7071
"1744","figurar",2,2.4,1.2,0.7071,0.8944,0.4472
"1745","borde",2,2,2.6667,0,0.8944,0.5164
"1746","experimentar",2.6667,3,2.5,0.5164,0,0.8367
"1747","débil",1.4,1.4,2.6,0.5477,0.5477,0.5477
"1748","enseñanza",2.8,3,3,0.4472,0,0
"1749","ignorar",1.6,2.6,2,0.5477,0.5477,0.7071
"1750","portar",2,2.4,2,0.7071,0.8944,1
"1751","tabla",2.2,1.6,2.8,0.4472,0.8944,0.4472
"1752","perdón",2.8,3,2.2,0.4472,0,1.0954
"1753","sumar",2.4,3,3,0.5477,0,0
"1754","excepción",2.2,2.6,1.6,0.4472,0.5477,0.8944
"1755","aprobar",3,3,2.6,0,0,0.5477
"1756","continuación",2.2,2.4,1.8,0.4472,0.8944,1.0954
"1757","sudor",1.2,2.4,3,0.4472,0.8944,0
"1758","fiel",2.8,2.8,2.6,0.4472,0.4472,0.5477
"1759","contrario",2.2,2.4,2.4,0.4472,0.5477,0.8944
"1760","tribu",2.4,2.4,3,0.5477,0.5477,0
"1761","traje",2.2,1.6,3,0.4472,0.5477,0
"1762","dulzura",3,2,2.8,0,1,0.4472
"1763","nocturno",2.6,2,2.8,0.5477,0.7071,0.4472
"1764","múltiple",2.2,2.2,2.2,0.4472,0.4472,0.8367
"1765","confiar",3,2.6,2,0,0.8944,1
"1766","cometer",1.8,2.6,1.2,0.4472,0.8944,0.4472
"1767","sufrimiento",1.2,2.2,2.4,0.4472,1.0954,0.8944
"1768","asociar",2.2,2.6,2.6,0.4472,0.8944,0.5477
"1769","combatir",1.6,2.6,2.8,0.5477,0.8944,0.4472
"1770","capa",2.2,1.8,3,0.4472,0.8367,0
"1771","paseo",3,2.6,3,0,0.5477,0
"1772","agricultura",2.4,2.4,2.8,0.5477,0.5477,0.4472
"1773","lectura",2.8,2.8,3,0.4472,0.4472,0
"1774","rendir",2,2.2,2.6,0.7071,1.0954,0.5477
"1775","coordenado",2,2,1.8,0,0,0.8367
"1776","cuidado",2.6,3,2.6,0.5477,0,0.8944
"1777","nieve",2.6,2.2,3,0.5477,1.0954,0
"1778","clasificación",2,2.6,2.6,0,0.8944,0.8944
"1779","preciso",2.2,2,2.6,0.4472,0,0.8944
"1780","celular",2,2,2.2,0,0.7071,0.8367
"1781","nieto",2.8,2,3,0.4472,1,0
"1782","vena",1.8,1.6,3,0.4472,0.5477,0
"1783","piano",2.8,2.2,3,0.4472,1.0954,0
"1784","pasear",3,3,3,0,0,0
"1785","ámbito",2,1.8,1.8,0,0.4472,0.8367
"1786","debut",2.6,3,2.4,0.5477,0,0.8944
"1787","avenir",2.6,2.8,2,0.5477,0.4472,1
"1788","identidad",2,2,2,0,0.7071,1
"1789","colaboración",3,3,2.4,0,0,0.5477
"1790","medicina",2.4,2.4,2.8,0.5477,0.5477,0.4472
"1791","exigir",1.6,3,2.6,0.8944,0,0.5477
"1792","venta",1.8,3,2.8,0.4472,0,0.4472
"1793","denominación",2,2.2,1.8,0,0.4472,0.4472
"1794","temprano",2.4,2.4,2.4,0.5477,0.5477,0.5477
"1795","recostar",2.4,2,2.4,0.8944,1,0.8944
"1796","infraestructura",2.4,1.8,2.6,0.5477,0.8367,0.8944
"1797","peligroso",1.6,2.8,2.6,0.8944,0.4472,0.5477
"1798","fundamental",2.6,2.2,2.2,0.5477,0.8367,1.0954
"1799","lobo",2,2.2,3,0.7071,0.8367,0
"1800","médico",2.6,2.6,3,0.5477,0.5477,0
"1801","península",2.2,1.4,2.8,0.4472,0.5477,0.4472
"1802","perdonar",2.6,3,3,0.8944,0,0
"1803","fijamente",2.2,3,2.2,0.4472,0,0.8367
"1804","mio",2.4,2.6,2.8,0.5477,0.5477,0.4472
"1805","promedio",2.2,2,2.6,0.4472,0,0.5477
"1806","evolución",2.8,2.8,2,0.4472,0.4472,0.7071
"1807","estatua",2.2,1.2,3,0.4472,0.4472,0
"1808","coalición",1.4,2.8,2.4,0.5477,0.4472,0.8944
"1809","tribunal",1.4,2.4,2.4,0.5477,0.5477,0.8944
"1810","llover",2.4,3,3,0.5477,0,0
"1811","potencia",2.6,2.4,2.2,0.5477,0.5477,0.8367
"1812","seguramente",2.6,1.8,2,0.5477,0.8367,0.7071
"1813","comportamiento",2.2,2.6,2.4,0.4472,0.5477,0.8944
"1814","invasión",1.8,3,2.8,0.8367,0,0.4472
"1815","valle",2.8,1.2,3,0.4472,0.4472,0
"1816","noreste",2,1.6,2.2,0,0.5477,0.8367
"1817","cuadrar",1.8,2.6,1.2,0.4472,0.5477,0.4472
"1818","asesino",1.2,3,2.4,0.4472,0,0.8944
"1819","brotar",2.2,3,2.4,0.8367,0,0.8944
